accession	secondary_sample_accession	bio_material	cell_line	cell_type	collected_by	collection_date	country	cultivar	culture_collection	description	dev_stage	ecotype	environmental_sample	first_public	germline	identified_by	isolate	isolation_source	location	mating_type	serotype	serovar	sex	submitted_sex	specimen_voucher	strain	sub_species	sub_strain	tissue_lib	tissue_type	variety	tax_id	scientific_name	sample_alias	checklist	center_name	depth	elevation	altitude	environment_biome	environment_feature	environment_material	temperature	salinity	sampling_campaign	sampling_site	sampling_platform	protocol_label	project_name	host	host_tax_id	host_status	host_sex	submitted_host_sex	host_body_site	host_gravidity	host_phenotype	host_genotype	host_growth_conditions	environmental_package	investigation_type	experimental_factor	sample_collection	sequencing_method	target_gene	ph	broker_name
SAMEA102403918	ERS1574653									SAMPLE_WTCHG_350648_243162			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_243162	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102404668	ERS1574654									SAMPLE_WTCHG_350648_244147			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_244147	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102406168	ERS1574656									SAMPLE_WTCHG_350648_245138			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_245138	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102406918	ERS1574657									SAMPLE_WTCHG_350648_245159			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_245159	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102407668	ERS1574658									SAMPLE_WTCHG_350648_246126			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_246126	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102409168	ERS1574660									SAMPLE_WTCHG_350648_247114			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_247114	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102412918	ERS1574665									SAMPLE_WTCHG_350648_251161			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_251161	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102417418	ERS1574671									SAMPLE_WTCHG_350648_257101			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_257101	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102418168	ERS1574672									SAMPLE_WTCHG_350648_257196			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_257196	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102418918	ERS1574673									SAMPLE_WTCHG_350648_258113			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_258113	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102419668	ERS1574674									SAMPLE_WTCHG_350648_258184			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_258184	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102420418	ERS1574675									SAMPLE_WTCHG_350648_259125			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_259125	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102421168	ERS1574676									SAMPLE_WTCHG_350648_259172			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_259172	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102421918	ERS1574677									SAMPLE_WTCHG_350648_260137			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_260137	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102422668	ERS1574678									SAMPLE_WTCHG_350648_260160			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_260160	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102423418	ERS1574679									SAMPLE_WTCHG_350648_261148			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_261148	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102424168	ERS1574680									SAMPLE_WTCHG_350648_261149			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_261149	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102424918	ERS1574681									SAMPLE_WTCHG_350648_262136			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_262136	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102425668	ERS1574682									SAMPLE_WTCHG_350648_262161			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_262161	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102426418	ERS1574683									SAMPLE_WTCHG_350648_263124			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_263124	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102427168	ERS1574684									SAMPLE_WTCHG_350648_263173			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_263173	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102427918	ERS1574685									SAMPLE_WTCHG_350648_264112			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_264112	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102428668	ERS1574686									SAMPLE_WTCHG_350648_264185			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_264185	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102429418	ERS1574687									SAMPLE_WTCHG_350648_265102			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_265102	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102430168	ERS1574688									SAMPLE_WTCHG_350648_265195			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_265195	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102430918	ERS1574689									SAMPLE_WTCHG_350648_266114			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_266114	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102431668	ERS1574690									SAMPLE_WTCHG_350648_266183			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_266183	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102432418	ERS1574691									SAMPLE_WTCHG_350648_267126			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_267126	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102433168	ERS1574692									SAMPLE_WTCHG_350648_267171			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_267171	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102433918	ERS1574693									SAMPLE_WTCHG_350648_268138			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_268138	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102434668	ERS1574694									SAMPLE_WTCHG_350648_268159			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_268159	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102435418	ERS1574695									SAMPLE_WTCHG_350648_269147			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_269147	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102436168	ERS1574696									SAMPLE_WTCHG_350648_269150			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_269150	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102436918	ERS1574697									SAMPLE_WTCHG_350648_270135			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_270135	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102437668	ERS1574698									SAMPLE_WTCHG_350648_270162			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_270162	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102438418	ERS1574699									SAMPLE_WTCHG_350648_271123			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_271123	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102439168	ERS1574700									SAMPLE_WTCHG_350648_271174			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_271174	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102439918	ERS1574701									SAMPLE_WTCHG_350648_272111			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_272111	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102440668	ERS1574702									SAMPLE_WTCHG_350648_272186			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_272186	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102441418	ERS1574703									SAMPLE_WTCHG_350648_273103			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_273103	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102442168	ERS1574704									SAMPLE_WTCHG_350648_273194			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_273194	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102442918	ERS1574705									SAMPLE_WTCHG_350648_274115			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_274115	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102443668	ERS1574706									SAMPLE_WTCHG_350648_274182			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_274182	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102444418	ERS1574707									SAMPLE_WTCHG_350648_275127			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_275127	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102445168	ERS1574708									SAMPLE_WTCHG_350648_275170			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_275170	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102445918	ERS1574709									SAMPLE_WTCHG_350648_276139			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_276139	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102446668	ERS1574710									SAMPLE_WTCHG_350648_276158			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_276158	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102447418	ERS1574711									SAMPLE_WTCHG_350648_277146			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_277146	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102448168	ERS1574712									SAMPLE_WTCHG_350648_277151			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_277151	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102448918	ERS1574713									SAMPLE_WTCHG_350648_278134			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_278134	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102449668	ERS1574714									SAMPLE_WTCHG_350648_278163			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_278163	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102450418	ERS1574715									SAMPLE_WTCHG_350648_279122			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_279122	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102451168	ERS1574716									SAMPLE_WTCHG_350648_279175			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_279175	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102451918	ERS1574717									SAMPLE_WTCHG_350648_280110			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_280110	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102452668	ERS1574718									SAMPLE_WTCHG_350648_280187			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_280187	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102453418	ERS1574719									SAMPLE_WTCHG_350648_281104			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_281104	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102454168	ERS1574720									SAMPLE_WTCHG_350648_281193			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_281193	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102454918	ERS1574721									SAMPLE_WTCHG_350648_282116			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_282116	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102455668	ERS1574722									SAMPLE_WTCHG_350648_282181			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_282181	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102456418	ERS1574723									SAMPLE_WTCHG_350648_283128			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_283128	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102457168	ERS1574724									SAMPLE_WTCHG_350648_283169			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_283169	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102457918	ERS1574725									SAMPLE_WTCHG_350648_284140			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_284140	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102458668	ERS1574726									SAMPLE_WTCHG_350648_284157			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_284157	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102459418	ERS1574727									SAMPLE_WTCHG_350648_285145			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_285145	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102460168	ERS1574728									SAMPLE_WTCHG_350648_285152			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_285152	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102460918	ERS1574729									SAMPLE_WTCHG_350648_286133			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_286133	ERC000011	University of Oxford																															MAIDEN_OX
SAMEA102461668	ERS1574730									SAMPLE_WTCHG_350648_286164			false	2017-03-01	false																	487	Neisseria meningitidis	SAMPLE_WTCHG_350648_286164	ERC000011	University of Oxford																															MAIDEN_OX
